nomphoto,oiv,s,sq,n,fn,tn,ligne,colonne,exp,sheet
Exp16DM10-Rep-P1,3.0,1.0,1.0,0.0,,,a,1,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P1,3.0,1.0,1.0,0.0,,,b,1,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P1,3.0,1.0,1.0,0.0,,,c,1,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P1,3.0,1.0,1.0,0.0,,,a,2,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P1,3.0,1.0,1.0,0.0,,,b,2,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P1,3.0,1.0,1.0,0.0,,,c,2,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P1,5.0,1.0,3.0,0.0,,,a,3,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P1,5.0,1.0,3.0,0.0,,,b,3,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P1,5.0,1.0,3.0,0.0,,,c,3,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P1,9.0,0.0,,1.0,7.0,7.0,a,4,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P1,7.0,1.0,9.0,1.0,9.0,7.0,b,4,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P1,7.0,1.0,9.0,1.0,9.0,7.0,c,4,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P2,9.0,0.0,,1.0,5.0,9.0,a,1,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P2,9.0,0.0,,1.0,5.0,9.0,b,1,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P2,9.0,0.0,,1.0,5.0,9.0,c,1,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P3,3.0,1.0,1.0,0.0,,,a,1,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P3,1.0,1.0,3.0,0.0,,,b,1,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P3,3.0,1.0,3.0,0.0,,,c,1,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P3,1.0,1.0,1.0,0.0,,,a,2,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P3,1.0,1.0,1.0,0.0,,,b,2,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P3,1.0,1.0,1.0,0.0,,,c,2,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P3,3.0,1.0,5.0,1.0,9.0,7.0,a,3,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P3,3.0,1.0,5.0,1.0,9.0,7.0,b,3,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P3,3.0,1.0,5.0,1.0,9.0,7.0,c,3,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P3,9.0,0.0,,1.0,7.0,7.0,a,4,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P3,7.0,1.0,9.0,1.0,7.0,7.0,b,4,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P3,7.0,1.0,9.0,1.0,7.0,7.0,c,4,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P4,9.0,0.0,,1.0,5.0,9.0,a,1,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P4,9.0,0.0,,1.0,5.0,9.0,b,1,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P4,9.0,0.0,,1.0,5.0,9.0,c,1,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P5,3.0,1.0,3.0,0.0,,,a,1,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P5,1.0,1.0,1.0,0.0,,,b,1,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P5,1.0,1.0,1.0,0.0,,,c,1,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P5,1.0,1.0,1.0,0.0,,,a,2,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P5,1.0,1.0,1.0,0.0,,,b,2,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P5,3.0,1.0,3.0,0.0,,,c,2,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P5,3.0,1.0,3.0,1.0,9.0,7.0,a,3,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P5,3.0,1.0,3.0,1.0,9.0,7.0,b,3,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P5,5.0,1.0,3.0,1.0,9.0,7.0,c,3,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P5,7.0,1.0,9.0,1.0,7.0,7.0,a,4,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P5,7.0,1.0,9.0,1.0,7.0,7.0,b,4,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P5,9.0,0.0,,1.0,7.0,7.0,c,4,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P6,9.0,0.0,,1.0,7.0,9.0,a,1,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P6,9.0,0.0,,1.0,7.0,9.0,b,1,Exp16DM10_saisie,fichier total
Exp16DM10-Rep-P6,9.0,0.0,,1.0,7.0,9.0,c,1,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P7,5.0,1.0,3.0,0.0,,,a,1,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P7,3.0,1.0,5.0,0.0,,,b,1,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P7,3.0,1.0,3.0,0.0,,,c,1,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P7,3.0,1.0,3.0,0.0,,,a,2,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P7,3.0,1.0,3.0,0.0,,,b,2,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P7,3.0,1.0,3.0,0.0,,,c,2,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P7,1.0,1.0,3.0,0.0,,,a,3,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P7,1.0,1.0,3.0,0.0,,,b,3,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P7,1.0,1.0,3.0,0.0,,,c,3,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P7,5.0,1.0,3.0,0.0,,,a,4,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P7,5.0,1.0,3.0,0.0,,,b,4,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P7,5.0,1.0,3.0,0.0,,,c,4,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P8,5.0,1.0,7.0,0.0,,,a,1,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P8,3.0,1.0,5.0,0.0,,,b,1,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P8,5.0,1.0,5.0,0.0,,,c,1,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P8,5.0,1.0,5.0,0.0,,,a,2,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P8,5.0,1.0,5.0,0.0,,,b,2,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P8,5.0,1.0,5.0,0.0,,,c,2,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P8,7.0,1.0,5.0,1.0,7.0,7.0,a,3,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P8,7.0,1.0,5.0,1.0,7.0,7.0,b,3,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P8,7.0,1.0,5.0,1.0,7.0,7.0,c,3,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P8,3.0,1.0,3.0,0.0,,,a,4,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P8,3.0,1.0,3.0,0.0,,,b,4,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P8,3.0,1.0,3.0,0.0,,,c,4,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P9,3.0,1.0,3.0,0.0,,,a,1,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P9,3.0,1.0,3.0,0.0,,,b,1,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P9,3.0,1.0,3.0,0.0,,,c,1,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P9,3.0,1.0,5.0,0.0,,,a,2,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P9,3.0,1.0,3.0,0.0,,,b,2,Exp16DM10_saisie,fichier total
Exp16DM10-Rep1-P9,3.0,1.0,5.0,0.0,,,c,2,Exp16DM10_saisie,fichier total
