nomphoto,oiv,s,sq,n,fn,tn,ligne,colonne,exp,sheet
Exp16DM04_inoc2_T6_P01,7.0,1.0,9.0,1.0,7.0,7.0,a,1,Exp16DM04_inoc2_saisie,6dpi
Exp16DM04_inoc2_T6_P01,3.0,1.0,3.0,,,,b,1,Exp16DM04_inoc2_saisie,6dpi
Exp16DM04_inoc2_T6_P01,7.0,1.0,7.0,,,,c,1,Exp16DM04_inoc2_saisie,6dpi
Exp16DM04_inoc2_T6_P01,9.0,0.0,,1.0,9.0,9.0,a,2,Exp16DM04_inoc2_saisie,6dpi
Exp16DM04_inoc2_T6_P01,7.0,1.0,9.0,1.0,7.0,7.0,b,2,Exp16DM04_inoc2_saisie,6dpi
Exp16DM04_inoc2_T6_P01,5.0,1.0,5.0,,,,c,2,Exp16DM04_inoc2_saisie,6dpi
Exp16DM04_inoc2_T6_P01,3.0,1.0,1.0,,,,a,3,Exp16DM04_inoc2_saisie,6dpi
Exp16DM04_inoc2_T6_P01,3.0,1.0,3.0,,,,b,3,Exp16DM04_inoc2_saisie,6dpi
Exp16DM04_inoc2_T6_P01,5.0,1.0,5.0,,,,c,3,Exp16DM04_inoc2_saisie,6dpi
Exp16DM04_inoc2_T6_P01,7.0,1.0,9.0,1.0,9.0,7.0,a,4,Exp16DM04_inoc2_saisie,6dpi
Exp16DM04_inoc2_T6_P01,5.0,1.0,5.0,,,,b,4,Exp16DM04_inoc2_saisie,6dpi
Exp16DM04_inoc2_T6_P01,3.0,1.0,3.0,,,,c,4,Exp16DM04_inoc2_saisie,6dpi
Exp16DM04_inoc2_T6_P02,5.0,1.0,5.0,,,,a,1,Exp16DM04_inoc2_saisie,6dpi
Exp16DM04_inoc2_T6_P02,3.0,1.0,5.0,,,,b,1,Exp16DM04_inoc2_saisie,6dpi
Exp16DM04_inoc2_T6_P02,1.0,1.0,3.0,,,,c,1,Exp16DM04_inoc2_saisie,6dpi
Exp16DM04_inoc2_T6_P02,5.0,1.0,5.0,,,,a,2,Exp16DM04_inoc2_saisie,6dpi
Exp16DM04_inoc2_T6_P02,5.0,1.0,5.0,,,,b,2,Exp16DM04_inoc2_saisie,6dpi
Exp16DM04_inoc2_T6_P02,5.0,1.0,5.0,1.0,7.0,5.0,c,2,Exp16DM04_inoc2_saisie,6dpi
Exp16DM04_inoc2_T6_P02,1.0,1.0,3.0,,,,a,3,Exp16DM04_inoc2_saisie,6dpi
Exp16DM04_inoc2_T6_P02,3.0,1.0,3.0,,,,b,3,Exp16DM04_inoc2_saisie,6dpi
Exp16DM04_inoc2_T6_P02,3.0,1.0,1.0,,,,c,3,Exp16DM04_inoc2_saisie,6dpi
Exp16DM04_inoc2_T6_P02,3.0,1.0,1.0,,,,a,4,Exp16DM04_inoc2_saisie,6dpi
