nomphoto,oiv,s,sq,n,fn,tn,ligne,colonne,exp,sheet
Exp21DM08-Inoc2-P10,md,md,md,md,md,md,a,3,Exp21DM08_inoc2_saisie,5dpi
Exp21DM08-Inoc2-P10,md,md,md,md,md,md,b,3,Exp21DM08_inoc2_saisie,5dpi
Exp21DM08-Inoc2-P10,md,md,md,md,md,md,c,3,Exp21DM08_inoc2_saisie,5dpi
Exp21DM08-Inoc2-P12,md,md,md,md,md,md,a,2,Exp21DM08_inoc2_saisie,5dpi
Exp21DM08-Inoc2-P12,md,md,md,md,md,md,b,2,Exp21DM08_inoc2_saisie,5dpi
Exp21DM08-Inoc2-P12,md,md,md,md,md,md,c,2,Exp21DM08_inoc2_saisie,5dpi
Exp21DM08-Inoc2-P29,md,md,md,md,md,md,a,1,Exp21DM08_inoc2_saisie,5dpi
Exp21DM08-Inoc2-P29,md,md,md,md,md,md,b,1,Exp21DM08_inoc2_saisie,5dpi
Exp21DM08-Inoc2-P29,md,md,md,md,md,md,c,1,Exp21DM08_inoc2_saisie,5dpi
Exp21DM08-Inoc2-P35,md,md,md,md,md,md,a,3,Exp21DM08_inoc2_saisie,5dpi
Exp21DM08-Inoc2-P35,md,md,md,md,md,md,b,3,Exp21DM08_inoc2_saisie,5dpi
Exp21DM08-Inoc2-P35,md,md,md,md,md,md,c,3,Exp21DM08_inoc2_saisie,5dpi
Exp21DM08-Inoc2-P37,md,md,md,md,md,md,a,2,Exp21DM08_inoc2_saisie,5dpi
Exp21DM08-Inoc2-P37,md,md,md,md,md,md,b,2,Exp21DM08_inoc2_saisie,5dpi
Exp21DM08-Inoc2-P37,md,md,md,md,md,md,c,2,Exp21DM08_inoc2_saisie,5dpi
Exp21DM08-Inoc2-P54,md,md,md,md,md,md,a,1,Exp21DM08_inoc2_saisie,5dpi
Exp21DM08-Inoc2-P54,md,md,md,md,md,md,b,1,Exp21DM08_inoc2_saisie,5dpi
Exp21DM08-Inoc2-P54,md,md,md,md,md,md,c,1,Exp21DM08_inoc2_saisie,5dpi
