nomphoto,oiv,s,sq,n,fn,tn,ligne,colonne,exp,sheet
Exp17DM01-Inoc2-P1,9.0,0.0,,0.0,,,a,1,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P1,5.0,1.0,3.0,0.0,,,b,1,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P1,7.0,1.0,7.0,0.0,,,c,1,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P1,9.0,0.0,,0.0,,,a,2,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P1,3.0,1.0,3.0,,,,b,2,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P1,3.0,1.0,3.0,,,,c,2,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P1,5.0,1.0,3.0,,,,a,3,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P1,9.0,0.0,,0.0,,,b,3,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P1,5.0,1.0,5.0,,,,c,3,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P1,7.0,1.0,9.0,1.0,9.0,7.0,a,4,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P1,9.0,0.0,,1.0,9.0,7.0,b,4,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P1,3.0,1.0,3.0,,,,c,4,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P2,3.0,1.0,5.0,,,,a,1,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P2,5.0,1.0,5.0,,,,b,1,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P2,9.0,0.0,,0.0,,,c,1,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P2,5.0,1.0,5.0,,,,a,2,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P2,7.0,1.0,7.0,1.0,9.0,7.0,b,2,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P2,9.0,0.0,,1.0,9.0,7.0,c,2,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P2,3.0,1.0,3.0,,,,a,3,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P2,3.0,1.0,1.0,,,,b,3,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P2,5.0,1.0,3.0,,,,c,3,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P2,7.0,1.0,9.0,1.0,9.0,7.0,a,4,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P2,5.0,1.0,5.0,1.0,9.0,7.0,b,4,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P2,7.0,1.0,9.0,1.0,9.0,7.0,c,4,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P3,9.0,0.0,,0.0,,,a,1,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P3,3.0,1.0,5.0,,,,b,1,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P3,5.0,1.0,3.0,,,,c,1,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P3,3.0,1.0,3.0,,,,a,2,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P3,7.0,1.0,9.0,1.0,7.0,7.0,b,2,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P3,5.0,1.0,5.0,,,,c,2,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P3,7.0,1.0,9.0,1.0,9.0,7.0,a,3,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P3,9.0,0.0,,0.0,,,b,3,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P3,3.0,1.0,3.0,,,,c,3,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P3,5.0,1.0,3.0,,,,a,4,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P3,5.0,1.0,3.0,,,,b,4,Exp17DM01_inoc2_saisie,fichier total
Exp17DM01-Inoc2-P3,9.0,0.0,,1.0,9.0,7.0,c,4,Exp17DM01_inoc2_saisie,fichier total
