image_name;oiv;sporulation;densite_sporulation;necrose;surface_necrosee;taille_necrose;ligne;colonne;experiment;sheet
Exp19DM03_inoc2_T7_P01;1.0;1.0;3.0;;;;a;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P01;1.0;1.0;3.0;;;;b;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P01;1.0;1.0;3.0;;;;c;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P01;3.0;1.0;1.0;;;;a;2;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P01;3.0;1.0;1.0;;;;b;2;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P01;3.0;1.0;1.0;;;;c;2;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P01;5.0;1.0;1.0;;;;a;3;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P01;3.0;1.0;1.0;;;;b;3;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P01;3.0;1.0;1.0;;;;c;3;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P01;7.0;1.0;9.0;1.0;7.0;7.0;a;4;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P01;7.0;1.0;9.0;1.0;7.0;7.0;b;4;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P01;7.0;1.0;9.0;1.0;7.0;7.0;c;4;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P02;9.0;0.0;;3.0;3.0;9.0;a;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P02;9.0;0.0;;3.0;3.0;9.0;b;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P02;9.0;0.0;;3.0;3.0;9.0;c;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P03;3.0;1.0;1.0;;;;a;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P03;3.0;1.0;1.0;;;;b;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P03;1.0;1.0;1.0;;;;c;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P03;3.0;1.0;3.0;;;;a;2;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P03;3.0;1.0;3.0;;;;b;2;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P03;3.0;1.0;3.0;;;;c;2;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P03;7.0;1.0;9.0;1.0;7.0;7.0;a;3;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P03;7.0;1.0;9.0;1.0;7.0;7.0;b;3;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P03;7.0;1.0;9.0;1.0;7.0;7.0;c;3;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P03;9.0;0.0;;1.0;7.0;9.0;a;4;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P03;9.0;0.0;;1.0;7.0;9.0;b;4;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P03;9.0;0.0;;1.0;7.0;9.0;c;4;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P04;1.0;1.0;1.0;;;;a;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P04;1.0;1.0;1.0;;;;b;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P04;1.0;1.0;1.0;;;;c;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P05;5.0;1.0;5.0;;;;a;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P05;5.0;1.0;5.0;;;;b;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P05;5.0;1.0;5.0;;;;c;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P05;9.0;0.0;1.0;5.0;9.0;;a;2;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P05;9.0;0.0;1.0;5.0;9.0;;b;2;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P05;9.0;0.0;1.0;5.0;9.0;;c;2;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P05;1.0;1.0;1.0;;;;a;3;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P05;1.0;1.0;1.0;;;;b;3;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P05;1.0;1.0;1.0;;;;c;3;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P05;3.0;1.0;1.0;;;;a;4;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P05;3.0;1.0;1.0;;;;b;4;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P05;3.0;1.0;1.0;;;;c;4;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P06;7.0;1.0;9.0;1.0;7.0;7.0;a;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P06;7.0;1.0;9.0;1.0;7.0;7.0;b;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P06;7.0;1.0;9.0;1.0;7.0;7.0;c;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P07;3.0;1.0;5.0;;;;a;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P07;3.0;1.0;5.0;;;;b;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P07;3.0;1.0;5.0;;;;c;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P07;3.0;1.0;1.0;;;;a;2;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P07;1.0;1.0;1.0;;;;b;2;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P07;1.0;1.0;1.0;;;;c;2;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P07;5.0;1.0;5.0;1.0;9.0;7.0;a;3;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P07;5.0;1.0;5.0;1.0;9.0;7.0;b;3;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P07;5.0;1.0;5.0;1.0;9.0;7.0;c;3;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P07;5.0;1.0;5.0;1.0;5.0;5.0;a;4;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P07;5.0;1.0;5.0;1.0;5.0;5.0;b;4;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P07;5.0;1.0;5.0;1.0;5.0;5.0;c;4;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P08;1.0;1.0;3.0;;;;a;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P08;1.0;1.0;3.0;;;;b;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P08;1.0;1.0;3.0;;;;c;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P08;1.0;1.0;3.0;;;;a;2;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P08;1.0;1.0;3.0;;;;b;2;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P08;1.0;1.0;3.0;;;;c;2;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P08;1.0;1.0;3.0;;;;a;3;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P08;1.0;1.0;3.0;;;;b;3;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P08;1.0;1.0;3.0;;;;c;3;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P08;3.0;1.0;3.0;;;;a;4;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P08;3.0;1.0;3.0;;;;b;4;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P08;1.0;1.0;3.0;;;;c;4;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P09;5.0;1.0;5.0;;;;a;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P09;5.0;1.0;5.0;;;;b;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P09;5.0;1.0;5.0;;;;c;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P09;1.0;1.0;3.0;;;;a;2;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P09;1.0;1.0;3.0;;;;b;2;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P09;1.0;1.0;3.0;;;;c;2;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P09;3.0;1.0;3.0;;;;a;3;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P09;3.0;1.0;3.0;;;;b;3;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P09;3.0;1.0;3.0;;;;c;3;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P09;1.0;1.0;3.0;;;;a;4;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P09;1.0;1.0;3.0;;;;b;4;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P09;1.0;1.0;3.0;;;;c;4;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P10;3.0;1.0;3.0;;;;a;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P10;3.0;1.0;3.0;;;;b;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P10;3.0;1.0;3.0;;;;c;1;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P10;1.0;1.0;1.0;;;;a;2;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P10;1.0;1.0;1.0;;;;b;2;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P10;1.0;1.0;1.0;;;;c;2;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P10;3.0;1.0;3.0;;;;a;3;Exp19DM03_inoc2_saisie;fichier total
Exp19DM03_inoc2_T7_P10;3.0;1.0;3.0;;;;b;3;Exp19DM03_inoc2_saisie;fichier total
