image_name;oiv;sporulation;densite_sporulation;necrose;surface_necrosee;taille_necrose;ligne;colonne;experiment;sheet
Exp22DM09_inoc1_T6_P25;3.0;1.0;3.0;0.0;;;a;1;Exp22DM09_saisie;6dpi
Exp22DM09_inoc1_T6_P25;3.0;1.0;3.0;0.0;;;b;1;Exp22DM09_saisie;6dpi
Exp22DM09_inoc1_T6_P25;3.0;1.0;3.0;0.0;;;c;1;Exp22DM09_saisie;6dpi
Exp22DM09_inoc1_T6_P25;7.0;1.0;9.0;1.0;7.0;9.0;a;2;Exp22DM09_saisie;6dpi
Exp22DM09_inoc1_T6_P25;7.0;1.0;7.0;1.0;7.0;9.0;b;2;Exp22DM09_saisie;6dpi
Exp22DM09_inoc1_T6_P25;7.0;1.0;9.0;1.0;7.0;9.0;c;2;Exp22DM09_saisie;6dpi
Exp22DM09_inoc1_T6_P25;7.0;1.0;9.0;1.0;7.0;9.0;a;3;Exp22DM09_saisie;6dpi
Exp22DM09_inoc1_T6_P25;7.0;1.0;9.0;1.0;7.0;9.0;b;3;Exp22DM09_saisie;6dpi
Exp22DM09_inoc1_T6_P25;7.0;1.0;9.0;1.0;7.0;9.0;c;3;Exp22DM09_saisie;6dpi
Exp22DM09_inoc1_T6_P25;9.0;0.0;;0.0;;;a;4;Exp22DM09_saisie;6dpi
Exp22DM09_inoc1_T6_P25;9.0;0.0;;0.0;;;b;4;Exp22DM09_saisie;6dpi
Exp22DM09_inoc1_T6_P25;9.0;0.0;;0.0;;;c;4;Exp22DM09_saisie;6dpi
Exp22DM09_inoc1_T6_P26;7.0;1.0;9.0;1.0;7.0;9.0;a;1;Exp22DM09_saisie;6dpi
Exp22DM09_inoc1_T6_P26;9.0;0.0;;1.0;9.0;9.0;b;1;Exp22DM09_saisie;6dpi
Exp22DM09_inoc1_T6_P26;7.0;1.0;9.0;1.0;7.0;9.0;c;1;Exp22DM09_saisie;6dpi
Exp22DM09_inoc1_T6_P26;9.0;0.0;;0.0;;;a;2;Exp22DM09_saisie;6dpi
Exp22DM09_inoc1_T6_P26;9.0;0.0;;0.0;;;b;2;Exp22DM09_saisie;6dpi
