image_name;oiv;sporulation;densite_sporulation;necrose;surface_necrosee;taille_necrose;ligne;colonne;experiment;sheet
Exp19DM06_inoc1_T6_P01;3;1;3;0;;;a;1;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P01;3;1;3;0;;;b;1;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P01;3;1;3;0;;;c;1;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P01;5;1;3;0;;;a;2;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P01;5;1;3;0;;;b;2;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P01;3;1;3;0;;;c;2;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P01;3;1;5;0;;;a;3;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P01;3;1;5;0;;;b;3;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P01;3;1;5;0;;;c;3;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P01;3;1;3;0;;;a;4;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P01;5;1;3;0;;;b;4;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P01;3;1;3;0;;;c;4;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P02;3;1;1;0;;;a;1;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P02;3;1;1;0;;;b;1;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P02;3;1;1;0;;;c;1;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P02;5;1;5;0;;;a;2;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P02;3;1;3;0;;;b;2;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P02;5;1;5;0;;;c;2;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P02;3;1;1;0;;;a;3;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P02;3;1;1;0;;;b;3;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P02;3;1;1;0;;;c;3;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P02;3;1;3;0;;;a;4;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P02;3;1;3;0;;;b;4;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P02;3;1;3;0;;;c;4;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P03;3;1;3;0;;;a;1;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P03;3;1;3;0;;;b;1;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P03;3;1;3;0;;;c;1;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P03;3;1;3;0;;;a;2;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P03;3;1;3;0;;;b;2;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P03;3;1;3;0;;;c;2;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P03;5;1;1;0;;;a;3;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P03;3;1;3;0;;;b;3;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P03;3;1;3;0;;;c;3;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P03;3;1;1;0;;;a;4;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P03;1;1;3;0;;;b;4;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P03;3;1;3;0;;;c;4;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P04;3;1;3;0;;;a;1;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P04;1;1;3;0;;;b;1;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P04;3;1;3;0;;;c;1;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P04;3;1;1;0;;;a;2;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P04;3;1;3;0;;;b;2;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P04;3;1;1;0;;;c;2;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P04;3;1;3;0;;;a;3;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P04;1;1;3;0;;;b;3;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P04;1;1;3;0;;;c;3;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P04;1;1;3;0;;;a;4;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P04;1;1;3;0;;;b;4;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P04;3;1;3;0;;;c;4;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P05;3;1;1;0;;;a;1;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P05;1;1;1;0;;;b;1;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P05;1;1;1;0;;;c;1;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P05;1;1;3;0;;;a;2;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P05;1;1;3;0;;;b;2;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P05;1;1;3;0;;;c;2;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P05;3;1;1;0;;;a;3;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P05;1;1;1;0;;;b;3;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P05;1;1;1;0;;;c;3;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P05;1;1;1;0;;;a;4;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P05;1;1;3;0;;;b;4;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P05;3;1;1;0;;;c;4;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P06;3;1;1;0;;;a;1;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P06;5;1;1;0;;;b;1;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P06;3;1;1;0;;;c;1;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P06;1;1;3;0;;;a;2;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P06;1;1;3;0;;;b;2;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P06;1;1;3;0;;;c;2;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P06;3;1;5;0;;;a;3;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P06;3;1;5;0;;;b;3;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P06;3;1;1;0;;;c;3;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P06;1;1;1;0;;;a;4;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P06;1;1;1;0;;;b;4;Exp19DM06_inoc1_saisie;fichier total
Exp19DM06_inoc1_T6_P06;3;1;1;0;;;c;4;Exp19DM06_inoc1_saisie;fichier total
